,source_text,target_text
40696,paraphrase: Você vem conosco agora.,Você vem com a gente agora.
40697,paraphrase: Eles têm agora três filhos.,Agora têm três filhos.
40698,paraphrase: Não esqueça do bilhete.,Não esqueça o bilhete.
40699,paraphrase: Não se esqueça do ingresso.,Não esqueça o bilhete.
40700,paraphrase: Não esqueça a entrada.,Não esqueça o seu bilhete.
40701,paraphrase: Não esqueçam a entrada.,Não esqueça a sua passagem.
40702,paraphrase: Não se esqueçam da entrada.,Não esqueça a passagem.
40703,paraphrase: Não se esqueça da entrada.,Não esqueças a passagem.
40704,paraphrase: Agora trabalha na França.,Agora ele está trabalhando na França.
40705,paraphrase: Agora entendo tudo.,"Agora, tudo está claro para mim."
40706,paraphrase: Agora é sua vez.,Agora é a tua vez.
40707,paraphrase: Ela está praticando com o violino agora.,Agora ele está praticando violino.
40708,paraphrase: Agora estou aprendendo alemão.,Agora estou a aprender alemão.
40709,paraphrase: Você se lembra?,Vós vos lembrais?
40710,paraphrase: Você se lembra de mim?,Vós vos lembrais?
40711,paraphrase: Você lembra?,Tá lembrado?
40712,paraphrase: Lembra de mim?,Você está lembrado?
40713,paraphrase: Vocês se lembram de mim?,Vocês se lembram?
40714,paraphrase: Você se lembra disto?,Tu te lembras?
40715,paraphrase: Lembra-se disso?,Lembras-te de quem sou eu?
40716,paraphrase: Você se lembra disso?,Vocês se lembram disso?
40717,paraphrase: Você não pode parar agora.,Você não pode desistir agora.
40718,paraphrase: Vocês não podem parar agora.,Você não pode desistir agora.
40719,paraphrase: O que eu trago?,O que posso trazer?
40720,paraphrase: O que eu devo levar?,O que posso trazer?
40721,paraphrase: A briga começa neste instante.,A luta começa agora.
40722,"paraphrase: Para trás, por favor.","Por favor, fica para trás."
40723,"paraphrase: Por favor, se afaste.","Por favor, fica para trás."
40724,paraphrase: Eu me lembro de ter visto este filme.,Lembro-me de ter visto esse filme.
40725,"paraphrase: Com licença, quanto custa isso?","Com licença, quanto isto custa?"
40726,"paraphrase: Com licença, quanto custam estes?","Com licença, quanto isto custa?"
40727,"paraphrase: Com licença, quanto é isto?","Com licença, quanto são estes?"
40728,paraphrase: Ela não tinha lápis.,Ela não tinha um só lápis sequer.
40729,paraphrase: Eu espero que você venha de novo.,Eu espero que você retorne.
40730,paraphrase: Ele é um menino esperto.,Ele é um garoto esperto.
40731,paraphrase: De quanto mais precisamos?,De quanto mais nós precisamos?
40732,"paraphrase: Não. Me desculpe, eu tenho que voltar cedo.","Não. Sinto muito, mas eu tenho que voltar mais cedo."
40733,paraphrase: Como é que podes ser tão cruel?,Como você poderia ser tão cruel?
40734,paraphrase: Esta maçã está bem vermelha.,Esta maçã é bem vermelha.
40735,paraphrase: Essa maçã é muito vermelha.,Esta maçã é bem vermelha.
40736,"paraphrase: Hoje é sexta-feira, vinte de outubro.","Hoje é sexta-feira, dia 20 de outubro."
40737,paraphrase: Vou lhe mostrar algumas fotos.,Eu vou te mostrar algumas fotos.
40738,paraphrase: Mostrar-lhe-ei algumas fotos.,Eu mostro a você algumas fotos.
40739,paraphrase: Seus olhos encheram-se de lágrimas.,Os olhos dela estavam cheios de lágrimas.
40740,paraphrase: Os olhos dela encheram-se de lágrimas.,Os olhos dela estavam cheios de lágrimas.
40741,paraphrase: Já me lembrei!,Agora estou lembrado.
40742,paraphrase: Agora eu me lembro!,Agora estou lembrado.
40743,paraphrase: Lembro-me agora.,Agora estou me lembrando.
40744,"paraphrase: Ah, quando eles se encontrarão novamente?","Ah, quando voltarão a se encontrar?"
40745,paraphrase: Ele não deve vir aqui novamente.,Não vou deixar ele vir aqui de novo.
40746,paraphrase: Ele não deveria voltar aqui.,Não vou deixar ele vir aqui de novo.
40747,paraphrase: Obrigado por ser meu amigo.,Obrigada por ser minha amiga.
40748,paraphrase: Onde você comprou este livro?,Onde vocês compraram aquele livro?
40749,paraphrase: Onde você comprou esse livro?,Onde vocês compraram aquele livro?
40750,paraphrase: Onde você comprou aquele livro?,Onde vocês compraram esse livro?
40751,paraphrase: Poderia repetir isso mais devagar?,Poderíeis repetir isso de maneira mais lenta?
40752,paraphrase: Poderias repetir isso mais lentamente?,Poderíeis repetir isso de maneira mais lenta?
40753,paraphrase: Venha comigo ali dentro.,Vá lá comigo.
40754,paraphrase: É um espanhol autêntico.,É um espanhol genuíno.
40755,paraphrase: É um verdadeiro espanhol.,É um espanhol castiço.
40756,paraphrase: Tragam seus filhos com vocês.,Traz os teus filhos.
40757,"paraphrase: No Japão, a vida é muito cara.",Viver no Japão é muito caro.
40758,paraphrase: Vês o livro?,Você está vendo o livro?
40759,paraphrase: Vês um livro?,Você está vendo o livro?
40760,paraphrase: Não se esqueça que temos tarefa de casa.,Não te esqueças de que nós temos tarefas.
40761,paraphrase: Não se esqueça de que temos de fazer o nosso dever de casa.,Não te esqueças de que nós temos tarefas.
40762,paraphrase: Nunca mais voltarei.,Eu não vou voltar para casa.
40763,paraphrase: Não irei lá de novo.,Não voltarei.
40764,paraphrase: Não irei mais lá.,Não vou voltar.
40765,paraphrase: Não voltarei mais.,Jamais retornarei.
40766,paraphrase: Eu não vou mais voltar.,Eu nunca voltarei.
40767,paraphrase: Eu não voltarei lá.,Eu não vou voltar lá.
40768,paraphrase: Eles tinham uma cultura própria.,Eles têm sua própria cultura.
40769,paraphrase: Agora eu estou no aeroporto.,Estou no aeroporto.
40770,"paraphrase: No momento, estou no aeroporto.",Estou no aeroporto.
40771,paraphrase: Não há nada faltando.,Não tenho nada a perder.
40772,paraphrase: Não falta nada.,Não está faltando nada.
40773,paraphrase: Não tem nada faltando.,Eu não perderei nada.
40774,paraphrase: Fiquei sem bateria.,Acabou a minha bateria.
40775,paraphrase: Eu fiz uma boneca para Ann.,Estou fazendo uma boneca para Anna.
40776,paraphrase: Pais amam suas crianças.,Pais amam seus filhos.
40777,paraphrase: Você tem certeza de que não quer nada?,Não queres mesmo nada?
40778,paraphrase: Vocês têm certeza de que não querem nada?,Tens certeza de que não queres nada?
40779,paraphrase: É o do meu irmão.,É do meu irmão mais novo.
40780,paraphrase: Isso pertence ao meu irmão.,Esse é de meu irmão.
40781,paraphrase: Fico com você.,Eu ficarei com ele.
40782,paraphrase: Fico contigo.,Eu ficarei com ele.
40783,paraphrase: Eu fico com você.,Eu vou ficar com ele.
40784,paraphrase: Eu deveria ir contigo.,Faremos isso juntas.
40785,paraphrase: Eu deveria ir com você.,Faremos isso juntas.
40786,paraphrase: Vamos fazer isso juntos.,Faremos isso juntos.
40787,paraphrase: Quero ficar com você.,Quero ficar contigo.
40788,paraphrase: Eu estava falando com você.,Eu estava falando sobre você.
40789,paraphrase: Eu estava falando contigo.,Eu estava falando sobre você.
40790,paraphrase: Quem estava com você?,Quem estava contigo?
40791,paraphrase: Gostaria de dançar com você.,Quero dançar contigo.
40792,paraphrase: Gostaria de dançar contigo.,Quero dançar contigo.
40793,paraphrase: Deixe-me dançar com você.,Permita-me dançar contigo.
40794,paraphrase: Não quero ir com você.,Não quero ir contigo.
40795,paraphrase: Acompanhá-lo-ei até o hospital.,Eu te acompanharei ao hospital.
40796,paraphrase: Iremos ao hospital com você.,Iremos contigo ao hospital.
40797,paraphrase: Eu não quero falar com você.,Não quero conversa com você.
40798,paraphrase: Eu não quero conversar com você.,Não quero conversa com você.
40799,paraphrase: Como posso contatá-lo?,Como posso entrar em contato com você?
40800,paraphrase: Como posso contatá-la?,Como posso entrar em contato com você?
40801,paraphrase: Me mostre outro exemplo.,Me dê um outro exemplo.
40802,paraphrase: Dê-me um exemplo diferente.,Me dê outro exemplo.
40803,paraphrase: Mostre-me outro exemplo.,Me mostre mais um exemplo.
40804,paraphrase: Te vejo amanhã na biblioteca!,Eu irei à biblioteca com você amanhã.
40805,paraphrase: Eu vou te ver amanhã na biblioteca.,Até amanhã na biblioteca.
40806,paraphrase: Você vai se perder.,Você vai perder.
40807,paraphrase: A pergunta é essa.,Esta é que é a questão.
40808,paraphrase: A questão é esta.,Eis a questão.
40809,paraphrase: Você precisa terminar seu dever de casa.,Deveriam cumprir com seu dever.
40810,paraphrase: Você tem que cumprir com o seu dever.,Deveriam cumprir com seu dever.
40811,paraphrase: Estamos consolando a sua mãe.,Estamos consolando a mãe dele.
40812,paraphrase: A companhia abandonou aquele projeto.,A companhia cancelou o projeto.
40813,paraphrase: Nosso time perdeu.,A nossa equipa perdeu.
40814,paraphrase: Nossa equipe perdeu.,A nossa equipa perdeu.
40815,paraphrase: Tom perdeu o emprego.,O Tomás foi despedido do trabalho.
40816,paraphrase: Tom perdeu o seu trabalho.,O Tomás foi despedido do trabalho.
40817,paraphrase: Tom foi demitido.,Tom foi expulso.
40818,paraphrase: Tom foi despedido.,Tom pegou o machado.
40819,paraphrase: Eu possuo um cavalo.,Eu tenho um cavalo.
40820,paraphrase: Eu gosto de cavalos.,Eu adoro cavalos.
40821,paraphrase: Gosto de cavalos.,Eu adoro cavalos.
40822,paraphrase: Ele é o presidente do comitê.,Ele é o presidente da junta.
40823,paraphrase: O presidente da comissão é ele.,Ele é o presidente da junta.
40824,paraphrase: Volto para o Japão amanhã.,Retornarei ao Japão amanhã.
40825,"paraphrase: Amanhã, voltarei ao Japão.",Retornarei ao Japão amanhã.
40826,paraphrase: Em que página você está?,Em que página vocês estão?
40827,paraphrase: O diamante parece autêntico.,Parece que o diamante é real.
40828,paraphrase: Ela lhe pediu que se aproximasse.,Ela pediu a ele para vir até ela.
40829,paraphrase: A casa foi totalmente incendiada.,A casa foi totalmente consumida pelo fogo.
40830,paraphrase: A casa foi reduzida a cinzas.,A casa pegou fogo.
40831,paraphrase: A casa estava em chamas.,A casa foi completamente queimada.
40832,paraphrase: Sai do banheiro; eu preciso usar.,"Sai do banheiro, senão eu me cago nas calças!"
40833,paraphrase: Sai do banheiro; eu não aguento mais!,"Sai do banheiro, senão eu me cago nas calças!"
40834,paraphrase: Traga o seu irmão consigo.,Traga seu irmão com você.
40835,paraphrase: Ele tirou uma foto.,Ele tinha tirado uma foto.
40836,paraphrase: Um urso pode subir numa árvore.,Ursos sabem subir em árvores.
40837,paraphrase: Os ursos conseguem subir em árvores.,Ursos sabem subir em árvores.
40838,paraphrase: Eu me arrependo de ter perdido o discurso.,Que pena que eu não ouvi a conversa.
40839,paraphrase: Ontem foi domingo.,Ontem foi sábado.
40840,paraphrase: Apague esse comentário.,Exclua esse comentário.
40841,paraphrase: O homem perdeu as esperanças.,O homem perdeu toda a esperança.
40842,paraphrase: O homem perdeu todas as esperanças.,O homem perdeu toda a esperança.
40843,paraphrase: Esta é um árvore bem alta.,Esta árvore é muito alta.
40844,paraphrase: Esta é uma árvore muito alta.,Esta árvore é muito alta.
40845,paraphrase: Eles retornarão.,Elas voltaram.
40846,paraphrase: Eles voltaram.,Elas voltaram.
40847,paraphrase: Elas vão voltar.,Eles irão voltar.
40848,paraphrase: Eles vão voltar.,Elas irão voltar.
40849,paraphrase: Elas voltarão.,Eles voltarão.
40850,paraphrase: Estou de acordo com sua proposta.,Eu concordo com a sua proposta.
40851,paraphrase: Eu apoio a proposta.,Eu concordo com a sua proposta.
40852,paraphrase: Como posso ir ao céu?,Como posso ir para o céu?
40853,paraphrase: Ele evitou-lhe o olhar.,Ele evitou o olhar dela.
40854,paraphrase: Por que você é tão rápido?,Por que estás tão apressado?
40855,paraphrase: Por que você está com tanta pressa?,Por que estás tão apressado?
40856,paraphrase: Por que você se apressa tanto?,Por que está tão apressado?
40857,paraphrase: Por que você anda tão ocupado?,Qual é a pressa?
40858,paraphrase: Eles jogam juntos bastante.,Eles jogam juntos frequentemente.
40859,paraphrase: Ninguém a encorajou.,Ninguém a animou.
40860,paraphrase: Ninguém a apoiou.,Ninguém a animou.
40861,paraphrase: Este aqui é mais bonito.,Esta aqui é mais bonita.
40862,paraphrase: As pessoas devem dar o melhor de si mesmas.,Deve-se fazer o melhor possível.
40863,paraphrase: Quem ligou?,Quem foi que te ligou?
40864,paraphrase: Quem telefonou?,Quem foi que te ligou?
40865,paraphrase: Quem foi que ligou?,Quem é que estava te chamando?
40866,paraphrase: Quem foi que telefonou?,Quem estava te chamando?
40867,paraphrase: Quem chamou?,Quem te chamou?
40868,paraphrase: Ninguém ajudou.,Ninguém me ajudaria.
40869,paraphrase: Ninguém me ajudou.,Ninguém quis me ajudar.
40870,paraphrase: Ninguém me prestou ajuda.,Ninguém me apoiou.
40871,paraphrase: Ele estava só.,Não havia uma alma viva lá.
40872,paraphrase: Ninguém estava presente.,Ninguém está aqui.
40873,paraphrase: Não havia ninguém lá dentro.,Não há ninguém lá.
40874,paraphrase: Ele estava sozinho.,Ninguém está lá.
40875,paraphrase: Não tinha nada aí.,Não há viva alma por aqui.
40876,paraphrase: Por perto não havia nada.,Aqui não há ninguém.
40877,paraphrase: Não tinha ninguém lá.,Não tem ninguém aqui.
40878,paraphrase: Não estava ninguém lá.,Não tem ninguém lá.
40879,paraphrase: Não há ninguém aqui.,Não tem ninguém ali.
40880,paraphrase: Um bom filho nunca provém de um mau pai.,Um mau pai nunca gera um bom filho.
40881,paraphrase: Ninguém gosta de guerra.,Ninguém quer guerra.
40882,paraphrase: Ninguém quer uma guerra.,Ninguém quer guerra.
40883,paraphrase: Eu sou do Rio.,Sou do Rio.
40884,paraphrase: Escuta-se com as orelhas.,Nós ouvimos com os ouvidos.
40885,paraphrase: Nós somos romenos.,Somos romenos.
40886,paraphrase: O embaixador russo ficou surpreso.,O chefe da embaixada russa ficou perplexo.
40887,paraphrase: O inferno espera-te.,O inferno está esperando por você.
40888,paraphrase: O inferno te espera.,O inferno está te esperando.
40889,paraphrase: Você parece aliviado.,Você parece bem à vontade.
40890,paraphrase: Ninguém falhou.,Ninguém ficou reprovado.
40891,paraphrase: Ninguém perdeu.,Ninguém ficou reprovado.
40892,paraphrase: Você tem direitos.,Vocês têm direitos.
40893,paraphrase: Perguntou-me minha idade.,Perguntou-me quantos anos tinha.
40894,paraphrase: Tu enviaste-os?,Você os enviou?
40895,paraphrase: Você tem belas pernas.,Você tem pés bonitos.
40896,paraphrase: Tens uns pés bonitos.,Você tem pés bonitos.
40897,paraphrase: Você contradiz a si mesmo.,Você está se contradizendo.
40898,paraphrase: Nós te visitaremos.,Nós vamos te visitar.
40899,paraphrase: Queremos reservar uma viagem ao Chile.,Nós queremos reservar uma viagem para o Chile.
40900,paraphrase: Queremos reservar uma viagem à Toscana.,Nós queremos reservar uma viagem para a Toscana.
40901,paraphrase: Eu te ouço muito bem.,Eu o estou recebendo claramente.
40902,paraphrase: Estou a ouvir-te perfeitamente.,Estou te ouvindo muito bem.
40903,paraphrase: Você comprou uma arara.,Eles compraram uma arara.
40904,paraphrase: Você é muito observador.,Você é muito atento.
40905,paraphrase: Você está muito alerta.,Você é muito atento.
40906,paraphrase: Vocês todos poderiam ficar parados?,"Por favor, fiquem quietos."
40907,paraphrase: És realmente um anjo,Você é mesmo um anjo.
40908,"paraphrase: Então, o que sugere?","Então, o que tu sugeres?"
40909,paraphrase: Em que série você está?,Vocês estão em que ano na escola?
40910,paraphrase: Em que classe você está?,Em que ano você está na escola?
40911,paraphrase: Você deixou o ferro ligado.,Você deixou o ferro de passar roupas ligado.
40912,"paraphrase: Que você seja feliz, Ricardo.","Faço votos por que sejas feliz, Ricardo."
40913,paraphrase: Você vai bem em matemática?,Você é bom em matemática?
40914,paraphrase: Estás interessada no trabalho?,Você está interessado no trabalho?
40915,paraphrase: Pergunto-me se você entende.,Eu quero saber se você está entendendo.
40916,"paraphrase: Sorria, você está na câmera!","Sorria, você está sendo filmado!"
40917,paraphrase: Você tem o número errado.,Você ligou para o número errado.
40918,paraphrase: Isso é uma mulher.,É uma mulher.
40919,paraphrase: Eu dei flores para a Hanako.,Eu dei uma flor para a Hanako.
40920,paraphrase: Você tem que limpar seu quarto.,Você tem que limpar teu quarto.
40921,paraphrase: Você precisa limpar o seu quarto.,Você tem que limpar teu quarto.
40922,paraphrase: Eu sou taxista.,Eu sou motorista de táxi.
40923,paraphrase: Sou taxista.,Eu sou motorista de táxi.
40924,paraphrase: Ela rejeitou a proposta dele.,Ela rejeitou sua proposta.
40925,paraphrase: Ele ouve tudo o que você diz.,Ouvi tudo o que você disse.
40926,paraphrase: Ele escuta qualquer coisa que você diga.,Ouvi tudo o que você disse.
40927,paraphrase: Por que você aprende Esperanto?,Por que você está estudando esperanto?
40928,paraphrase: Ninguém concordava com ela.,Ninguém estava acorde com ela.
40929,paraphrase: Ela só lê prosa.,Ela lê somente prosa.
40930,paraphrase: O preto é meu.,A preta é minha.
40931,paraphrase: Estou surpreso com este caso.,Este caso me surpreende.
40932,paraphrase: Eu já estive em Berlim.,Você já esteve em Berlim.
40933,paraphrase: Eles já estiveram em Berlim.,Você já esteve em Berlim.
40934,paraphrase: Que é que você acha do reggae?,O que vocês acham do reggae?
40935,paraphrase: Você pode me recomendar um bom dicionário?,Você pode recomendar um bom dicionário para mim?
40936,paraphrase: Uma boa ideia me ocorreu.,Tenho uma excelente ideia.
40937,paraphrase: Eu tenho uma opinião.,Tenho uma ótima ideia.
40938,paraphrase: Eu tenho um ponto de vista.,Veio-lhe à cabeça uma boa ideia.
40939,paraphrase: Eu tenho uma ideia.,Eu tive uma ideia.
40940,paraphrase: Tenho uma ideia.,Estou tendo uma ideia.
40941,paraphrase: Uma boa ideia veio-me à cabeça.,De repente ela teve uma boa ideia.
40942,paraphrase: Tive uma ideia.,Surgiu-lhe uma boa ideia.
40943,paraphrase: Felizmente ninguém ficou ferido.,"Felizmente, ninguém se machucou."
40944,paraphrase: Tenho bem o que você precisa.,Tenho bem o que vocês precisam.
40945,paraphrase: Você está ficando cansado?,Você está ficando cansada?
40946,paraphrase: Você poderia traduzir isto para mim?,Por acaso você não poderia traduzir isso para mim?
40947,paraphrase: Eu vou te dar um laptop.,Eu te darei um caderno.
40948,paraphrase: Você tem uma conta de banco própria?,Tens conta no banco?
40949,paraphrase: Você já comeu o bolo?,Você já tem comido o bolo?
40950,paraphrase: Vocês já comeram o bolo?,Você já tem comido o bolo?
40951,paraphrase: Você vê alguém?,Você está saindo com alguém?
40952,paraphrase: Está vendo alguém?,Estão vendo alguém?
40953,paraphrase: Vamos parar aqui.,Vamos parar por aqui.
40954,paraphrase: Eu gosto do seu jeito de cantar.,Eu gosto quando você canta.
40955,paraphrase: Seu jeito de cantar me agrada.,Eu adoro o teu jeito de cantar.
40956,paraphrase: Tu estas pronto para ter responsabilidade?,Você está preparada para assumir responsabilidades?
40957,paraphrase: Você está preparado para assumir responsabilidades?,Você está preparada para assumir responsabilidades?
40958,"paraphrase: Se fosse você, eu o ignoraria.","Se eu fosse você, ignoraria isso."
40959,"paraphrase: Fica conosco, Senhor, pois já é tarde.","Fica conosco, Senhor, pois a noite se aproxima."
40960,paraphrase: Feliz seja o ano de 2012!,Que o ano de 2012 seja feliz!
40961,paraphrase: Um Sr. Marconi deseja vê-lo.,Um Sr. Marconi quer falar contigo.
40962,paraphrase: Vês uma raposinha?,Vês a raposinha?
40963,paraphrase: Tínhamos um acordo. Você rompeu com ele.,Tínhamos um acordo. Você o quebrou.
40964,paraphrase: Apreciaria sua ajuda.,Somos gratos a você por sua ajuda.
40965,paraphrase: Aprecio tua ajuda.,Somos gratos a você por sua ajuda.
40966,paraphrase: Eu vou ao campo.,Eu vou para o campo.
40967,paraphrase: As árvores estão despidas de folhas.,As árvores estão perdendo as folhas.
40968,paraphrase: Procurem com atenção.,Procurai com atenção.
40969,paraphrase: Este livro poderia ser útil para você.,Este livro provavelmente será útil para você.
40970,paraphrase: Você precisa ensinar-lhe uma lição!,Você deve ministrar-lhe uma lição!
40971,paraphrase: Deixe-me apresentar a minha esposa.,Permita-me apresentar-lhe minha esposa.
40972,paraphrase: Eu gostaria que você conhecesse a minha esposa.,Permita-me apresentar-lhe minha esposa.
40973,paraphrase: Eu gostaria que vocês conhecessem a minha esposa.,Permite-me que apresente a minha esposa.
40974,paraphrase: Você já aprendeu tocar violão?,Você quer aprender a tocar guitarra ?
40975,paraphrase: Os conselhos dele são vãos.,Os conselhos dela são vãos.
40976,paraphrase: Você já viu um coala?,Alguma vez viste um coala?
40977,paraphrase: Eu adoro vê-lo alegre.,Eu adoro vê-la alegre.
40978,paraphrase: Abandonaram seu país.,Eles abandonaram a sua terra natal.
40979,paraphrase: Os escudos são armas de defesa.,Os escudos são armas defensivas.
40980,paraphrase: As couraças são armas de defesa.,As couraças são armas defensivas.
40981,paraphrase: Os capacetes são armas de defesa.,Os capacetes são armas defensivas.
40982,paraphrase: As espadas são armas de ataque.,As espadas são armas ofensivas.
40983,paraphrase: As flechas são armas de ataque.,As flechas são armas ofensivas.
40984,paraphrase: Os dardos são armas de ataque.,Os dardos são armas ofensivas.
40985,paraphrase: Eu não gosto de vê-lo triste.,Eu não gosto de vê-la triste.
40986,paraphrase: O trigo é vendido por um preço baixo.,O trigo é vendido barato.
40987,paraphrase: O que o impediu?,O que a impediu?
40988,paraphrase: Ela decidiu ficar.,Ele decidiu ficar.
40989,paraphrase: Alegra-me que você tenha voltado são e salvo.,Alegra-me que você tenha voltado sã e salva.
40990,paraphrase: Ele está sendo esquecido.,Ela está sendo esquecida.
40991,paraphrase: Maria morreu enquanto dormia.,Maria morreu dormindo.
40992,paraphrase: Você diz sim ou não?,Você diz que sim ou que não?
40993,paraphrase: Você confirma ou nega?,Você diz que sim ou que não?
40994,paraphrase: Tom espera ver o amigo hoje.,Tom expects to see his friend today.
40995,paraphrase: Esta história é muito famosa.,Esta é a história mais famosa.
40996,paraphrase: Um porco ensina Minerva.,Ensinar o padre a rezar a missa.
40997,paraphrase: A verdade é sempre una.,A verdade não precisa de publicidade.
40998,paraphrase: Longe de mim aquele que come comigo do que é meu e consigo daquilo que é seu.,Arrenego do amigo que come o meu comigo e o seu consigo.
40999,"paraphrase: A hora é incerta, mas a morte é certa.","Nada é mais certo do que a morte, mas nada mais incerto do que a sua chegada."
41000,paraphrase: A montanha pariu um rato.,"Os montes parirão, e um pequeno rato nascerá."
41001,paraphrase: Eu não sei se a amo.,Não sei se te amo.
41002,paraphrase: Eu não sei se o amo.,Não sei se te amo.
41003,paraphrase: Eu não sei se a amo ou a odeio.,Não sei se te amo ou te odeio.
41004,paraphrase: Eu não sei se o amo ou o odeio.,Não sei se te amo ou te odeio.
41005,paraphrase: Como você é belo!,Como você é bonito!
41006,paraphrase: O que ele come?,O que ela come?
41007,paraphrase: Ele não é nenhuma águia.,Ele não é águia.
41008,paraphrase: Subitamente ele me viu.,Ele me notou de repente.
41009,paraphrase: Ninguém mais confia nele.,Ninguém confia mais nele.
41010,paraphrase: Ele estava lavando uma maçã.,Ele lavou uma maçã.
41011,paraphrase: Tom está cagando.,Tom está defecando.
41012,"paraphrase: Olá, caríssimo sobrinho.","Olá, caríssimo neto."
41013,paraphrase: Ele é faminto por poder.,Ele tem fome de poder.
41014,paraphrase: Você deve ajudá-la.,Vocês devem ajudá-las.
41015,paraphrase: Você deve ajudá-lo.,Vocês devem ajudá-los.
41016,paraphrase: O senhor deve ajudá-lo.,Você deve ajudá-las.
41017,paraphrase: O senhor deve ajudá-la.,Você deve ajudá-los.
41018,paraphrase: Vocês devem ajudá-lo.,Vocês têm de ajudá-las.
41019,paraphrase: Vocês devem ajudá-la.,Você tem de ajudá-las.
41020,paraphrase: Você tem de ajudá-los.,Vocês têm de ajudá-los.
41021,paraphrase: Ele acha isso normal.,Ele pensa que isso é normal.
41022,paraphrase: Ela leu dois capítulos dois Anais de Tácito.,Ele leu dois capítulos dos Anais de Tácito.
41023,paraphrase: Não convém que Tom venha.,Não é apropriado que Tom venha.
41024,paraphrase: Eu pedi ajuda.,Pedi ajuda.
41025,paraphrase: Maria mandou Tom ir ao mercado.,Maria mandou que Tom fosse ao mercado.
41026,paraphrase: Maria mandou que Tom fosse ao mercado comprar carne.,Maria mandou Tom ir ao mercado comprar carne.
41027,paraphrase: Maria mandou Tom comprar comida.,Maria mandou que Tom comprasse comida.
41028,paraphrase: Eu mandei o açougueiro me mostrar a carne.,Eu mandei que o açougueiro me mostrasse a carne.
41029,paraphrase: Os assaltantes mandaram que o vendedor lhes entregasse o dinheiro.,Os assaltantes mandaram o vendedor entregar-lhes o dinheiro.
41030,paraphrase: Tom mandou que eu relatasse tudo a Maria.,Tom mandou-me relatar tudo a Maria.
41031,paraphrase: Maria mandou que Tom voltasse para seu quarto.,Maria mandou Tom voltar para seu quarto.
41032,paraphrase: O professor mandou que os alunos não brincassem na escola.,O professor mandou os alunos não brincarem na escola.
41033,paraphrase: O que ele fazia aqui?,O que ela estava fazendo aqui?
41034,paraphrase: O que ele estava fazendo aqui?,O que ela fazia aqui?
41035,paraphrase: Ele foi embora zangado.,Ele ficou furioso e saiu.
41036,paraphrase: Quem me ajuda?,Quem vai me ajudar?
41037,paraphrase: Pôs um gorro na cabeça.,Ele botou um boné na cabeça.
41038,paraphrase: Ela está cega de amor.,Ele está cego de amor.
41039,paraphrase: Ele passou arrastado na prova.,Ele quase não passava na prova.
41040,paraphrase: Ele passou se arrastando na prova.,Ele quase não passava na prova.
41041,paraphrase: Como eles estão?,Como elas estão?
41042,paraphrase: Você vai ajudá-los?,Você vai ajudá-las?
41043,paraphrase: Venha e nos ajude.,Venha nos ajudar.
41044,"paraphrase: Venha ajudar-nos, por favor.",Venham nos ajudar.
41045,paraphrase: Maria é riquíssima.,Maria é muito rica.
41046,paraphrase: Nem todos os animais têm sangue.,Nem todos os animais são sanguíneos.
41047,paraphrase: Me ajuda a fazer a comida.,Me dá uma mão com a cozinha.
41048,paraphrase: Ele percebeu que eu estava aqui.,Ele notou a minha presença.
41049,paraphrase: Ele descreveu o incidente em detalhes.,Ele descreveu detalhadamente o acidente.
41050,paraphrase: Ele deu uma descrição detalhada do acidente.,Ele descreveu detalhadamente o acidente.
41051,paraphrase: Vou encontrar-te na encruzilhada.,Eu te encontrarei na encruzilhada.
41052,paraphrase: Talvez um dia eu volte.,Quem sabe eu volto algum dia.
41053,paraphrase: Não encontrei nenhuma pessoa no parque.,Não encontrei ninguém no parque.
41054,paraphrase: Não encontrei pessoa alguma no parque.,Não encontrei ninguém no parque.
41055,paraphrase: Tenho cinco anos mais que minha irmã.,Sou cinco anos mais velho que minha irmã.
41056,paraphrase: Ele com certeza chegará tarde.,É bem provável que ele se atrase.
41057,paraphrase: A maioria dessas línguas são difíceis.,A maioria dessas línguas é difícil.
41058,paraphrase: O trem se movia com absurda lentidão.,O trem se movia de maneira absurdamente lenta.
41059,paraphrase: Quase cem pessoas esperavam na plataforma.,Quase cem pessoas estavam esperando na plataforma.
41060,paraphrase: Só o cabo se quebrou.,Só o cabo está quebrado.
41061,paraphrase: Esse é um caso algo especial.,Esse é um caso um tanto especial.
41062,paraphrase: Ele carregava consigo uma arma.,Ele portava uma arma.
41063,paraphrase: Nós esperamos no carro.,Estamos esperando no carro.
41064,paraphrase: A construção está em chamas.,A construção está pegando fogo.
41065,paraphrase: Passamos uma hora em conversa.,Passamos uma hora conversando.
41066,paraphrase: Talvez chova amanhã.,Estou achando que vai chover amanhã.
41067,paraphrase: Acho que amanhã vai chover.,Estou achando que vai chover amanhã.
41068,paraphrase: Pode chover amanhã.,Provavelmente vai chover amanhã.
41069,paraphrase: Amanhã choverá.,Choverá amanhã.
41070,paraphrase: A possibilidade de chover amanhã é grande.,Vai chover amanhã.
41071,paraphrase: A possibilidade de que chova amanhã é grande.,É muito provável que chova amanhã.
41072,paraphrase: Ele permitiu que seu amigo fosse espancado.,Ele permitiu que o amigo dele fosse espancado.
41073,paraphrase: Ele se despediu dela com um beijo.,Ele a deixou com um beijo.
41074,"paraphrase: De repente, começou a chover.","De repente, choveu."
41075,paraphrase: Ela tem pouco mais de trinta anos.,Ele tem uns trinta e poucos anos.
